Item;Atividade;Gerencia;Setor;Regulado;Cidade;Mes;MesAgendado;MesRealizado;GIASO;Processo;PCDP;Prioridade
D1325-22;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"AlphajetsTáxi Aéreo Ltda";Jundiaí - SP;Nov;Nov;Nov;"vinicius.figueiredo";"00058.025506/2022-80";"PCDP 3849, 3850,4401/22,  OS 1560/2022";"A"
D1326-22;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"DUX EXPRESS";Jundiaí - SP;Ago;Ago;Ago;"felipe.pizano";"00058.025509/2022-13";"PCDP 3083/22, 3084/22, OS 1269/2022";"A"
D1327-22;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";Belo Horizonte - MG;Nov;Set;Set;"jose.cosendei";"00058.010962/2022-25";"231/2022";"A"
D1328-22;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"BRASIL VIDA TÁXI AÉREO LTDA.";Goiânia - GO;Set;Set;Set;"marcos.duarte";"00058.049413/2022-41";"PCDP 4530/22, OS 1802/2022, CANCELADO";"A"
D1329-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"HCR TÁXI AÉREO LTDA";Campinas - SP;Fev;Fev;Fev;"renato.ferrante";"00058.012792/2022-13";"Remoto";"A"
D1330-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"SOTAN - Sociedade de Táxi Aéreo do Nordeste";Maceió - AL;Mar;Nov;Nov;"marcos.duarte";"00058.016825/2022-02";"PCDP 4426/22,OS 1772/2022";"A"
D1331-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"ICARAÍ TURISMO TÁXI AÉREO LTDA.";Araucária - PR;Abr;Mai;Mai;"renato.ferrante";"00058.016837/2022-29";"";"A"
D1332-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"Brasil Jato Táxi Aéreo Ltda";Rio de Janeiro - RJ;Mai;Ago;Ago;"marcos.duarte";"00058.016848/2022-17";"OS 759/2022";"A"
D1333-22;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"Vera Cruz Táxi Aéreo Ltda";Vera Cruz - SP;Mai;Dez;Dez;"christian.duvoisin";"00058.016851/2022-22";"PCDP 3847/22, 3846/22, OS 1559/2022";"A"
D1334-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"BLUE SKY TÁXI AÉREO LTDA";Rio de Janeiro - RJ;Jun;Jul;Jul;"moises.bezerra";"00058.007667/2022-91";"169/2022";"A"
D1335-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"NVO TÁXI AÉREO LTDA";Cascavel - PR;Jun;Mar;Mar;"marcos.duarte";"00058.012813/2022-09";"294/2022";"A"
D1336-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"VOLARE TÁXI AÉREO LTDA";Curitiba - PR;Jul;Mar;Mar;"renato.ferrante";"00058.010710/2022-04";"Remoto";"A"
D1337-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"SETE TÁXI AÉREO LTDA";Goiânia - GO;Ago;Jun;Jun;"bruno.jesus";"00058.012980/2022-41";"PCDP 2188/22, OS 933/2022";"A"
D1338-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"ORTIZ TÁXI AÉREO LTDA";Rio Branco - AC;Set;Jul;Jul;"bruno.jesus";"00058.012986/2022-19";"OS 1038/2022";"A"
D1339-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"NORTH STAR TÁXI ÁEREO LTDA";Fortaleza - CE;Set;Nov;Nov;"antonio.dias";"00058.016835/2022-30";"PCDP 4504/22, OS 1794/2022";"A"
D1340-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"Ultraplana Táxi Aéreo Ltda";Rio de Janeiro - RJ;Out;Abr;Abr;"moises.bezerra";"00058.015452/2022-44";"324/2022";"A"
D1341-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"AERO CENTER BRASIL TÁXI AÉREO LTDA";Várzea Grande - MT;Out;Set;Jul;"bruno.jesus";"00058.012989/2022-52";"OS 1035/2022";"A"
D1342-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"Helimarte Táxi Aéreo Ltda.";São Paulo - SP;Nov;Mar;Mar;"renato.ferrante";"00058.010722/2022-21";"244/2022";"A"
D1343-22;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"Amazonaves Táxi Aéreo LTDA.";Manaus - AM;Dez;Mai;Mai;"marcos.duarte";"00058.016853/2022-11";"OS 469/2022";"A"
D1344-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"VEM AVIATION TÁXI AÉREO LTDA";Salvador - BA;Fev;Set;Set;"mauro.tonelli";"00058.016930/2022-33";"PCDP 3134/22,OS 1270/2022";"A"
D1345-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AZUL CONECTA";São Paulo -SP;Mar;Nov;Nov;"eduardo.faria";"00058.064054/2022-51";"PCDP 4359/22, OS 1748/2022";"A"
D1346-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"HERINGER TÁXI AÉREO LTDA";Imperatriz - MA;Abr;Abr;Abr;"marcos.duarte";"00058.016723/2022-89";"410/2022";"A"
D1347-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";São Paulo - SP;Mai;Jun;Jun;"eduardo.faria";"00058.016943/2022-11";"OS 920/22";"A"
D1348-22;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Premier Táxi Aéreo Ltda";São Paulo - SP;Mai;Ago;Ago;"bruno.jesus";"00058.016952/2022-01";"PCDP 3197/22, OS 1304/2022";"A"
D1349-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AZUL CONECTA";Santa Rita - PB;Jun;Nov;Nov;"savio.ferreira";"00058.068959/2022-09";"OS 1808/2022";"A"
D1350-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AEROBRAN TÁXI AÉREO LTDA";Cruzeiro do Sul - AC;Jun;Mai;Mai;"bruno.jesus";"00058.012993/2022-11";"PCDP 1584/22, OS 703/2022";"A"
D1351-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"RIO ACRE AEROTÁXI LTDA";Manaus - AM;Jul;Nov;Nov;"christian.duvoisin";"00058.016962/2022-39";"PCDP 4337/22, OS 1330/2022";"A"
D1352-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"SANTARÉM TÁXI AÉREO LTDA.";Santarém - PA;Ago;Out;Out;"savio.ferreira";"00058.016964/2022-28";"1592/2022";"A"
D1353-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"ASTA LINHAS AÉREAS";Várzea Grande - MT;Set;Nov;Out;"christian.duvoisin";"00058.007181/2022-53";"PCDP 3974/22, OS 1605/2022";"A"
D1354-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"EXECUTIVE AIR TÁXI AÉREO LTDA";Curitiba - PR;Set;Jun;Jun;"bruno.jesus";"00058.012994/2022-65";"OS 9116/22";"A"
D1355-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"Brasil Vida Táxi Aéreo Ltda";Goiânia - GO;Out;Jun;Jun;"bruno.jesus";"00058.012995/2022-18";"2162/22, OS 917/2022";"A"
D1356-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AZUL CONECTA";São Paulo - SP;Out;Out;Out;"eduardo.faria";"00058.063462/2022-96";"OS 1730/22, PCDP 004328/22";"A"
D1357-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"UIRAPURU TÁXI AÉREO LTDA.";Fortaleza - CE;Nov;Nov;Nov;"antonio.dias";"00058.016988/2022-87";"PCDP 4504/22, OS 1794/2022";"A"
D1358-22;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"NHR Táxi Aéreo Ltda";Sorocaba - SP;Dez;Jun;Jun;"marcos.duarte";"00058.016994/2022-34";"OS 631/2022";"A"
D1359-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"NHR Táxi Aéreo Ltda";Sorocaba - SP;Fev;Mai;Mai;"paulo.jesus";"00058.007988/2022-96";"REMOTA";"A"
D1360-22;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"UIRAPURU TÁXI AÉREO LTDA.";Fortaleza-CE;Fev;Fev;Fev;"felipe.sa";"00058.000801/2022-23";"000119/22 e 46/2022";"A"
D1361-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Vera Cruz Táxi Aéreo Ltda";Vera Cruz - SP;Abr;Ago;Ago;"antonio.dias";"00058.008011/2022-96";"REMOTA";"A"
D1362-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"DELTA AERO TAXI LTDA";São José de Ribamar - MA;Mai;Jul;Jul;"mauro.tonelli";"00058.008013/2022-85";"REMOTA";"A"
D1363-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"EMAR TÁXI AÉREO LTDA";Macaé - RJ;Mai;Abr;Abr;"fausto.jacobsen";"00058.008025/2022-18";"REMOTA";"A"
D1364-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";Belo Horizonte - MG;Jun;Abr;Abr;"jose.cosendei";"00058.008050/2022-93";"";"A"
D1365-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"RIMA - RIO MADEIRA AEROTAXI LTDA";Porto Velho - RO;Jun;Abr;Abr;"rafael.koeler";"00058.008053/2022-27";"REMOTA";"A"
D1366-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"CTA - Cleiton Táxi Aéreo Ltda";Manaus - AM;Jul;Mar;Abr;"luciano.soares";"00058.008057/2022-13";"REMOTA";"A"
D1367-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Brasil Vida Táxi Aéreo Ltda";Goiânia - GO;Ago;Set;Set;"jose.cosendei";"00058.008059/2022-02";"REMOTA";"A"
D1368-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Premier Táxi Aéreo Ltda";São Paulo - SP;Set;Out;Out;"luciano.soares";"00058.008062/2022-18";"REMOTA";"A"
D1369-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"TROPIC AIR TÁXI AÉREO LTDA";São Paulo - SP;Set;Nov;Nov;"moises.bezerra";"00058.008070/2022-64";"REMOTA";"A"
D1370-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ICARAÍ TURISMO TÁXI AÉREO LTDA.";Araucária - PR;Out;Jun;Jun;"fausto.jacobsen";"00058.008074/2022-42";"REMOTA";"A"
D1371-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"FLYONE SERVIÇOS AÉREOS ESPECIALIZADO, COMÉRCIO E SERVIÇOS EIRELI";Rio de Janeiro - RJ;Out;Abr;Abr;"rafael.koeler";"00058.008111/2022-12";"REMOTA";"A"
D1372-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"BLUE SKY TÁXI AÉREO LTDA";Rio de Janeiro - RJ;Nov;Out;Out;"paulo.jesus";"00058.008119/2022-89";"REMOTA";"A"
D1373-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Helimarte Táxi Aéreo Ltda.";São Paulo - SP;Dez;Mar;Mar;"rafael.koeler";"00058.008144/2022-62";"REMOTA";"A"
D1374-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"SOTAN - Sociedade de Táxi Aéreo do Nordeste";Maceió - AL;Fev;Mar;Mar;"antonio.dias";"00058.008150/2022-10";"REMOTA";"A"
D1375-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"PEMA Táxi Aéreo";Ourilândia do Norte - PA;Mar;Jun;Jul;"fausto.jacobsen";"00058.008187/2022-48";"REMOTA";"A"
D1376-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AERO STAR";Salvador - BA;Abr;Mai;Mai;"paulo.jesus";"00058.010645/2022-17";"REMOTA";"A"
D1377-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ASTA LINHAS AÉREAS";Várzea Grande - MT;Mai;Abr;Abr;"felipe.sa";"00058.010646/2022-53";"REMOTA";"A"
D1378-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ALL JET TÁXI ÁEREO LTDA";Jundiaí - SP;Mai;Mai;Mai;"jose.cosendei";"00058.010658/2022-88";"REMOTA";"A"
D1379-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"EXECUTIVE AIR TÁXI AÉREO LTDA";Curitiba - PR;Jun;Nov;Nov;"fausto.jacobsen";"00058.010660/2022-57";"REMOTA";"A"
D1380-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"NORTH STAR TÁXI ÁEREO LTDA";Fortaleza - CE;Jun;Ago;Ago;"luciano.soares";"00058.010662/2022-46";"REMOTA";"A"
D1381-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"SETE TÁXI AÉREO LTDA";Goiânia - GO;Jul;Out;Out;"fausto.jacobsen";"00058.010672/2022-81";"REMOTA";"A"
D1382-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"VEM AVIATION TÁXI AÉREO LTDA";Salvador - BA;Ago;Ago;Ago;"mauro.tonelli";"00058.010677/2022-12";"REMOTA";"A"
D1383-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HEISS TÁXI AÉREO LTDA.";Belém - PA;Set;Jul;Jul;"fausto.jacobsen";"00058.010683/2022-61";"REMOTA";"A"
D1384-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Interávia Táxi Aéreo Ltda.";São Paulo - SP;Set;Abr;Abr;"rafael.koeler";"00058.010688/2022-94";"REMOTA";"A"
D1385-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AEROBRAN TÁXI AÉREO LTDA";Cruzeiro do Sul - AC;Out;Out;Out;"paulo.jesus";"00058.010691/2022-16";"REMOTA";"A"
D1386-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"UIRAPURU TÁXI AÉREO LTDA.";Fortaleza - CE;Out;Jul;Jul;"mauro.tonelli";"00058.010694/2022-41";"REMOTA";"A"
D1387-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"RIO PURUS TÁXI AÉREO LTDA.";Manaus - AM;Nov;Out;Out;"luciano.soares";"00058.010698/2022-20";"REMOTA";"A"
D1388-22;"O135-901 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"RIO ACRE AEROTÁXI LTDA";Manaus - AM;Dez;Mai;Mai;"jose.cosendei";"00058.010700/2022-61";"REMOTA";"A"
D1389-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"RIMA - RIO MADEIRA AEROTAXI LTDA";Porto Velho - RO;Fev;Mai;Jun;"cintia.bizarria";"00058.006890/2022-11";"REMOTA";"A"
D1390-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AERO CENTER BRASIL TÁXI AÉREO LTDA";Várzea Grande - MT;Mar;Mar;Mar;"felipe.sa";"00058.011230/2022-52";"REMOTA";"A"
D1391-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Piquiatuba Táxi Aéreo Ltda";Santarém - PA;Abr;Jun;Jun;"cintia.bizarria";"00058.011243/2022-21";"REMOTA";"A"
D1392-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"SETE TÁXI AÉREO LTDA";Goiânia - GO;Mai;Set;Set;"vinicius.figueiredo";"00058.017835/2022-57";"OS 1225/2022";"A"
D1393-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"EMAR TÁXI AÉREO LTDA";Macaé - RJ;Mai;Ago;Set;"cintia.bizarria";"00058.017882/2022-09";"REMOTA";"A"
D1394-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Brasil Vida Táxi Aéreo Ltda";Goiânia - GO;Jun;Mar;Abr;"gustavo.schettino";"00058.012561/2022-18";"REMOTA";"A"
D1395-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"UIRAPURU TÁXI AÉREO LTDA.";Fortaleza - CE;Jun;Jul;Jul;"marcos.duarte";"00058.017925/2022-48";"OS 758/2022";"A"
D1396-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";Belo Horizonte - MG;Jul;Ago;Ago;"cintia.bizarria";"00058.018521/2022-71";"REMOTA";"A"
D1397-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AZUL CONECTA";Jundiaí - SP;Ago;Ago;Ago;"cintia.bizarria";"00058.018594/2022-63";"REMOTA";"A"
D1398-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AMAPIL TÁXI AÉREO LTDA.";Campo Grande - MS;Set;Jun;Jun;"rafael.koeler";"00058.018921/2022-87";"REMOTA";"A"
D1399-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Amazonaves Táxi Aéreo LTDA.";Manaus - AM;Set;Jul;Jul;"jose.cosendei";"00058.018930/2022-78";"presencial";"A"
D1400-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"ALL JET TÁXI ÁEREO LTDA";Jundiaí - SP;Out;Set;Set;"gustavo.schettino";"00058.019123/2022-72";"REMOTA";"A"
D1401-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Air Jet Táxi Aéreo Ltda.";São Paulo - SP;Out;Ago;Ago;"gustavo.schettino";"00058.019131/2022-19";"REMOTA";"A"
D1402-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Sales Serviços Aéreos";São Paulo - SP;Nov;Ago;Ago;"gustavo.schettino";"00058.019425/2022-41";"REMOTA";"A"
D1403-22;"O135-902 - Inspeção Remota de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"VOAR Aviation";São Paulo - SP;Dez;Jul;Jul;"gustavo.schettino";"00058.019431/2022-06";"REMOTA";"A"
D1404-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"PULVAER AERO AGRICOLA LTDA.";Campo Verde-MT;Fev;Mai;Jun;"SFI";"00058.006943/2022-02";"PCDP 1327/22, OS 581/2022";"A"
D1405-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Aplicar Aviação Agrícola Ltda.";Guarapuava-PR;Mar;Abr;Abr;"SFI";"00058.006949/2022-71";"348/2022";"A"
D1406-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Aeroverde Aviação Agrícola Ltda.";Aracruz-ES;Abr;Abr;Abr;"SFI";"00058.007049/2022-41";"PCDP 774/22 e 775/22  OS 325/2022";"A"
D1407-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"DMA Aviação Agrícola Ltda.";Três Corações-MG;Mai;Ago;Ago;"SFI";"00058.007676/2022-82";"PCDP 2283/22, 2287/22, OS 981/2022";"A"
D1408-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Aero Agrícola do Vale Ltda.";Itariri-SP;Mai;Mai;Mai;"SFI";"00058.007680/2022-41";"PCDP 1106/22, 1104/22, OS 503/2022";"A"
D1409-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Flórida Aviação Agrícola Ltda.";Primavera do Leste-MT;Jun;Jun;Jun;"SFI";"00058.007683/2022-84";"OS 581/2022";"A"
D1410-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Garra Aviação Agrícola Ltda";Primavera do Leste-MT;Jun;Jun;Jun;"SFI";"00058.007687/2022-62";"OS 581/2022";"A"
D1411-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Tucano Aviação Agrícola Ltda.";Primavera do Leste-MT;Jul;Jun;Jun;"SFI";"00058.007692/2022-75";"OS 1411-2022";"A"
D1412-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Aerogrígoli Aviação Agrícola Ltda";Santa Isabel do Ivaí-PR;Ago;Ago;Ago;"SFI";"00058.007695/2022-17";"PCDP 2569/22, 2570/22, OS 1075/2022";"A"
D1413-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Itapororó Aviação Agrícola Ltda.";Alegrete-RS;Set;Nov;Nov;"SFI";"00058.007702/2022-72";"PCDP 4419, 4420/22, OS 1769/2022";"A"
D1414-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Jaíba Aviação Agrícola Ltda.";Tupaciguara-MG;Set;Set;Set;"SFI";"00058.007707/2022-03";"PCDP 3104/22, 3109/22, OS 1285/2022";"A"
D1415-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Romaer Aviação Agrícola Ltda - ME";Aral Moreira-MS;Out;Mai;Mai;"SFI";"00058.007710/2022-19";"OS 528/22";"A"
D1416-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"RP Aero Agrícola Ltda";Ribeirão Preto-SP;Out;Out;Out;"SFI";"00058.007712/2022-16";"PCDP 3929/22, 3928/22, OS 1600/2022";"A"
D1417-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"Tom Aviação Agrícola Ltda.";Itápolis-SP;Nov;Mai;Mai;"SFI";"00058.007715/2022-41";"PCDP 1253/22, 1252/22, OS 557/22";"A"
D1418-22;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"TAGUATÓ AVIAÇÃO AGRÍCOLA LTDA";Montenegro-RS;Dez;Dez;Dez;"SFI";"00058.007719/2022-20";"PCDP 4830/22, 4831/22, OS 1910/22";"A"
D1419-22;"RAMP-503 - Inspeção de Rampa ? RBAC 91/135";GOAG;SFI;"SBIH";Itaituba - PA;Mai;Ago;Ago;"SFI";"00058.008972/2022-09";"OS 1030/2022";"A"
D1420-22;"RAMP-503 - Inspeção de Rampa ? RBAC 91/135";GOAG;SFI;"SBCF";Confins - MG;Jun;Jun;Jun;"SFI";"00058.009992/2022-99";"PCDP 1831/22, 1832/22, OS 782/2022";"A"
D1421-22;"RAMP-503 - Inspeção de Rampa ? RBAC 91/135";GOAG;SFI;"SBBP";Bragança Paulista - SP;Jun;Jul;Jul;"SFI";"00058.009994/2022-88";"PCDP 2286/22, 2288/22, OS 987/2022";"A"
