Item;Atividade;Gerencia;Setor;Regulado;Cidade;Mes;MesAgendado;MesRealizado;GIASO;Processo;PCDP;Prioridade
D0579-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"EXECUTIVE AIR TÁXI AÉREO LTDA";Curitiba - PR;Mai;Abr;Abr;"savio.ferreira";"00058.013090/2025-08";"remota";"A"
D0580-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"PEMA - PEREIRA MARCELO TAXI AEREO LTDA";Ourilândia do Norte - PA;Jun;Mai;Mai;"savio.ferreira";"00058.013093/2025-33";"remota";"A"
D0581-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"RICO TÁXI AÉREO LTDA";Manaus - AM;Jun;Mai;Mai;"savio.ferreira";"00058.013096/2025-77";"remota";"A"
D0582-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"SANTARÉM TÁXI AÉREO LTDA";Santarém - PA;Jul;Mai;Jun;"savio.ferreira";"00058.013099/2025-19";"remota";"A"
D0583-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AERO TRIP TÁXI AÉREO LTDA";Aquidauana - MT;Jul;Jul;Jul;"savio.ferreira";"00058.013102/2025-96";"remota";"A"
D0584-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"CAIRU TAXI AEREO LTDA";Pimenta Bueno - RO;Ago;Jul;Jul;"savio.ferreira";"00058.013105/2025-20";"remota";"A"
D0585-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"JET BLACK PARTICIPACOES LTDA";Jundiaí - SP;Ago;Jul;Jul;"savio.ferreira";"00058.013288/2025-83";"remota";"A"
D0586-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"MILL TAXI  AEREO LTDA";Manaus - AM;Set;Abr;Abr;"savio.ferreira";"00058.013302/2025-49";"remota";"A"
D0587-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"TÁXI AÉREO CONFIANÇA LTDA";Fortaleza - CE;Set;Jun;Jun;"savio.ferreira";"00058.013432/2025-81";"remota";"A"
D0588-25;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"ZEFIRO TAXI AEREO LTDA";Campo Grande - MS;Out;Abr;Abr;"savio.ferreira";"00058.013487/2025-91";"remota";"A"
D0589-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"AERO STAR TÁXI AÉREO LTDA.";Salvador - BA;Dez;;;"marcos.duarte";"00058.104534/2024-24";"CANCELADA";"A"
D0590-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"AEROSPEED TÁXI AÉREO LTDA";Ribeirão Preto - SP;Fev;Fev;Fev;"bruno.jesus";"00058.104539/2024-57";"397/2025";"A"
D0591-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"ASTA LINHAS AÉREAS LTDA.";Cuiabá - MT;Mar;Fev;Fev;"christian.duvoisin";"00058.104540/2024-81";"147/2025";"A"
D0592-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"DUX EXPRESS TRANSPORTES AÉREO S/A";Jundiaí - SP;Mar;Abr;Abr;"eduardo.faria";"00058.104541/2024-26";"498/2025";"A"
D0593-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"ORTIZ TÁXI AÉREO LTDA.";Rio Branco - AC;Abr;Fev;Fev;"christian.duvoisin";"00058.104542/2024-71";"151/2025";"A"
D0594-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"PEC TÁXI AÉREO LTDA.";Goiânia - GO;Jul;Jul;Jul;"jose.sabbagh";"00058.104543/2024-15";"1026/2025";"A"
D0595-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"PIQUIATUBA TÁXI AÉREO LTDA.";Santarém - PA;Dez;;;"bruno.jesus";"00058.104544/2024-60";"CANCELADA";"A"
D0596-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"SANTAFE TAXI AEREO LTDA";Xanxarê - SC;Jun;Fev;Fev;"marcelo.scussel";"00058.104545/2024-12";"403/2025";"A"
D0597-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"SOLAR TÁXI AÉREO LTDA.";Fortaleza - CE;Dez;;;"bruno.jesus";"00058.104547/2024-01";"CANCELADA";"A"
D0598-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"TÁXI AÉREO HÉRCULES LTDA";Curitiba - PR;Mar;Mar;Mar;"marcos.duarte";"00058.104549/2024-92";"175/2025";"A"
D0599-25;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"UNIAIR TÁXI AÉREO LTDA.";Porto Alegre - RS;Mai;Mar;Mar;"christian.duvoisin";"00058.104550/2024-17";"149/2025";"A"
D0600-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCF;Mai;Mai;Mai;"marcelo.scussel";"00058.001045/2025-01";"797/2025 831/2025";"A"
D0601-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBJR;Abr;Abr;Fev;"mauro.tonelli";"00058.001199/2025-94";"163/2025 565/2025";"A"
D0602-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBBE;Mai;Mar;Mar;"marcos.duarte";"00058.001972/2025-12";"143/2025";"A"
D0603-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCY;Mar;Fev;Abr;"mauro.tonelli";"00058.001481/2025-71";"166/2025 566/2025";"A"
D0604-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCT;Fev;Fev;Fev;"mauro.tonelli";"00058.001207/2025-01";"164/2025";"A"
D0605-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBKP;Abr;Mai;Mai;"christian.duvoisin";"00058.001699/2025-26";"562/2025";"A"
D0606-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBRF;Jul;Mar;Mar;"marcos.duarte";"00058.002283/2025-25";"142/2025";"A"
D0607-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCJ;Ago;Mai;Mai;"christian.duvoisin";"00058.002481/2025-99";"562/2025";"A"
D0608-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBEG;Dez;;;"bruno.jesus";"00058.001703/2025-56";"CANCELADA";"A"
D0609-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBSP;Dez;;;"eduardo.faria";"00058.002304/2025-11";"CANCELADA";"A"
D0610-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SBSV;Mai;Mai;Mai;"marcelo.scussel";"00058.001976/2025-09";"796/2025";"A"
D0611-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SBSV;Jun;Abr;Abr;"marcos.duarte";"00058.002176/2025-05";"146/2025";"A"
D0612-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";Salvador - BA;Nov;Nov;Nov;"mauro.tonelli";"00058.002286/2025-69";"1836/2025";"A"
D0613-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SIRI;Dez;;;"jose.sabbagh";"00058.002484/2025-22";"CANCELADA";"A"
D0614-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";SBJR;Fev;Fev;Fev;"felipe.gonzaga";"00058.001214/2025-02";"358/2025";"A"
D0615-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";SBJR;Jul;Jul;Jul;"felipe.gonzaga";"00058.002287/2025-11";"1108/2025";"A"
D0616-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";SBJR;Dez;;;"renato.ferrante";"00058.001899/2025-89";"CANCELADA";"A"
D0617-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";SBJR;Set;Mar;Mar;"renato.ferrante";"00058.002311/2025-12";"482/2025";"A"
D0618-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC DO BRASIL TAXI AEREO S.A.";SBME;Mar;Fev;Fev;"felipe.gonzaga";"00058.001906/2025-42";"387/2025";"A"
D0619-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC DO BRASIL TAXI AEREO S.A.";SBJR;Ago;Jul;Jul;"felipe.gonzaga";"00058.002487/2025-66";"1109/2025";"A"
D0620-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC DO BRASIL TAXI AEREO S.A.";SBJR;Dez;;;"renato.ferrante";"00058.001706/2025-90";"CANCELADA";"A"
D0621-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC DO BRASIL TAXI AEREO S.A.";SBJR;Dez;;;"renato.ferrante";"00058.003632/2025-26";"CANCELADA";"A"
D0622-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A - AIR BRASIL (UOH)";SBJR;Mai;Mai;Mai;"felipe.gonzaga";"00058.001977/2025-45";"904/2025";"A"
D0623-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A - AIR BRASIL (UOH)";SBJR;Set;Jul;Jul;"felipe.gonzaga";"00058.002314/2025-48";"1110/2025 1110/2025";"A"
D0624-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A - AIR BRASIL (UOH)";SBJR;Dez;;;"renato.ferrante";"00058.001217/2025-38";"CANCELADA";"A"
D0625-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A - AIR BRASIL (UOH)";SBJR;Ago;Ago;Ago;"renato.ferrante";"00058.002489/2025-55";"1228/2025";"A"
D0626-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"BRISTOW TAXI AEREO S.A.";SBVT;Jun;Mai;Mai;"felipe.gonzaga";"00058.002178/2025-96";"908/2025";"A"
D0627-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"BRISTOW TAXI AEREO S.A.";SBCB;Abr;Mar;Mar;"felipe.gonzaga";"00058.001707/2025-34";"430/2025";"A"
D0628-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"BRISTOW TAXI AEREO S.A.";SBJR;Nov;Nov;Nov;"renato.ferrante";"00058.002496/2025-57";"1761/2025";"A"
D0629-25;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"EMAR TÁXI AÉREO LTDA";SBME;Mai;Abr;Abr;"renato.ferrante";"00058.001978/2025-90";"600/2025";"A"
D0630-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HERINGER TÁXI AÉREO LTDA";Imperatriz - MA;Ago;Out;Out;"eduardo.faria";"00058.015145/2025-14";"REMOTA";"A"
D0631-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";Rio de Janeiro - RJ;Nov;Nov;Nov;"eduardo.faria";"00058.015147/2025-03";"REMOTA";"A"
D0632-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"TÁXI AÉREO PIRACICABA LTDA";São Paulo - SP;Abr;Out;Out;"carlos.montino";"00058.078601/2025-29";"REMOTA";"A"
D0633-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HELIRIO TÁXI AÉREO LTDA";Rio de Janeiro - RJ;Mai;Set;Set;"eduardo.berendonk";"00058.015154/2025-05";"remota";"A"
D0634-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"RICO TÁXI AÉREO LTDA";Manaus - AM;Nov;Nov;Nov;"eduardo.berendonk";"00058.015162/2025-43";"remota";"A"
D0635-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"SANTARÉM TÁXI AÉREO LTDA";Santarém - PA;Jul;Set;Set;"carlos.montino";"00058.015165/2025-87";"remota";"A"
D0636-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AERO TRIP TÁXI AÉREO LTDA";Aquidauana - MT;Jun;Set;Set;"carlos.montino";"00058.015169/2025-65";"remota";"A"
D0637-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"JET BLACK PARTICIPACOES LTDA";Jundiaí - SP;Jul;Out;Out;"carlos.montino";"00058.015172/2025-89";"remota";"A"
D0638-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"TÁXI AÉREO CONFIANÇA LTDA";Fortaleza - CE;Ago;Out;Out;"carlos.montino";"00058.015175/2025-12";"remota";"A"
D0639-25;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ZEFIRO TAXI AEREO LTDA";Campo Grande - MS;Dez;;;"carlos.montino";"00058.015178/2025-56";"CANCELADA";"A"
D0640-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"CAETANO AERO AGRÍCOLA LTDA";Cruz Alta - RS;Abr;Mar;Mar;"SFI";"00058.001718/2025-14";"382/2025";"A"
D0641-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"CHUÍ AVIAÇÃO AGRÍCOLA LTDA.";Cruz Alta - RS;Abr;Mar;Mar;"SFI";"00058.001725/2025-16";"382/2025";"A"
D0642-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"MUNARETTO AEROAGRÍCOLA LTDA.";Lucas do Rio Verde - MT;Jun;Abr;Abr;"SFI";"00058.002182/2025-54";"567/2025";"A"
D0643-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"ALFA E ÔMEGA SERVIÇOS AÉREOS LTDA";Lucas do Rio Verde - MT;Jun;Abr;Abr;"SFI";"00058.002185/2025-98";"567/2025";"A"
D0644-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"AEROCLUBE DO ESPÍRITO SANTO";Vila Velha - ES;Mai;Abr;Abr;"SFI";"00058.001979/2025-34";"524/2025";"A"
D0645-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;GOAG_GTVC;"AMM SERVIÇOS AÉREOS LTDA";Itapema - SC;Dez;;;"antonio.dias";"00058.002444/2025-81";"CANCELADA";"A"
D0646-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;GOAG_GTVC;"AGD AVIATION ESCOLA DE AVIAÇÃO CIVIL LTDA";São Paulo - SP;Dez;;;"antonio.dias";"00058.001980/2025-69";"CANCELADA";"A"
D0647-25;"OSAE-501 - Inspeção de Vigilância em Empresa SAE";GOAG;SFI;"AERO NEWS PROPAGANDA AÉREA LTDA.";Guarapari - ES;Mai;Abr;Abr;"SFI";"00058.001981/2025-11";"462/2025";"A"
D0648-25;"O91K-501 - Inspeção de Vigilância de Base Principal de Operações";GOAG;GOAG_GTVC;"SOLOJET SHARES DO BRASIL LTDA";Jundiaí - SP;Abr;Fev;Fev;"fausto.jacobsen";"00058.001714/2025-36";"145/2025";"A"
D0649-25;"O91K-501 - Inspeção de Vigilância de Base Principal de Operações";GOAG;GOAG_GTVC;"AVIATION MANAGEMENT SERVICES - SERVICOS AERONAUTICOS LTDA";São Paulo - SP;Mar;Abr;Abr;"antonio.dias";"00058.001909/2025-86";"602/2025";"A"
D0650-25;"OP90-501 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional da Unidade Aérea Pública (UAP)";GOAG;GOAG_GTVC;"CORPO DE BOMBEIROS MILITAR DE MINAS GERAIS";Belo Horizonte - MG;Nov;Dez;Dez;"gustavo.schettino";"00058.003664/2025-21";"";"A"
D0651-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Fev;Fev;Fev;"marcio.guimarães";"00058.001895/2025-09";"331/2025";"A"
D0652-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Mar;Fev;Fev;"marcio.guimarães";"00058.002117/2025-29";"272/2025";"A"
D0653-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Abr;Jun;Jun;"marcio.guimarães";"00058.001945/2025-40";"986/2025";"A"
D0654-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Fev;Fev;Fev;"marcelo.galhego";"00058.001885/2025-65";"87/2025";"A"
D0655-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Mar;Mar;Mar;"marcelo.galhego";"00058.002103/2025-13";"171/2025";"A"
D0656-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBJR";Rio de Janeiro - RJ;Abr;Abr;Abr;"marcelo.galhego";"00058.001936/2025-59";"191/2025";"A"
D0657-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Abr;Abr;Abr;"marcio.guimarães";"00058.001948/2025-83";"273/2025";"A"
D0658-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Dez;;;"marcio.guimarães";"00058.002231/2025-59";"CANCELADA";"A"
D0659-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Nov;Nov;Nov;"marcio.guimarães";"00058.002509/2025-98";"1862/2025";"A"
D0660-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Nov;Out;Out;"marcelo.galhego";"00058.002500/2025-87";"1424/2025";"A"
D0661-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Mar;Mar;Mar;"marcelo.galhego";"00058.002109/2025-82";"98/2025";"A"
D0662-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBSP";São Paulo - SP;Dez;;;"marcelo.galhego";"00058.002495/2025-11";"CANCELADA";"A"
D0663-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBMT";São Paulo - SP;Mar;Mar;Mar;"gesse.silva";"00058.001931/2025-26";"188/2025";"A"
D0664-25;"RAMP-503 - Inspeção de Rampa - RBAC 91/135";GOAG;GOAG_GTVC;"SBMT";São Paulo - SP;Dez;;;"marco.menezes";"00058.002452/2025-27";"CANCELADA";"A"
