Item;Atividade;Gerencia;Setor;Regulado;Cidade;Mes;MesAgendado;MesRealizado;GIASO;Processo;PCDP;Prioridade
D1803-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"SANTARÉM TÁXI AÉREO LTDA.";Santarém - PA;Fev;Out;Out;"mauro.tonelli";"00058.071302/2022-11";"OS 1753/2023 Agendada 17/10/2023";"A"
D1804-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"AMBIPAR RESPONSE FLYONE AVIATION S/A";Rio de Janeiro - RJ;Fev;Fev;Fev;"rafael.koeler";"00058.071284/2022-77";"OS 126/2023";"A"
D1805-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"AEROBRAN TÁXI AÉREO LTDA";Cruzeiro do Sul - AC;Mar;Abr;Abr;"luciano.soares";"00058.071314/2022-45";"OS 82/2023";"A"
D1806-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"BITTEN TÁXI ÁEREO LTDA.";Santa Rita - PB;Mai;Fev;Fev;"luciano.soares";"00058.074657/2022-61";"PCDP 0338/23, OS 156/2023";"A"
D1807-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA LTDA";Curitiba - PR;Mai;Dez;Dez;"mauro.tonelli";"00058.066914/2023-72";"2021/2023 Agendada 04/12/2023 2021/2023";"A"
D1808-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA";Salvador - BA;Ago;Set;Set;"mauro.tonelli";"00058.052566/2023-56";"OS 1751/2023 Agendada 22/09/2023";"A"
D1809-23;"O135-501 - Inspeção de Vigilância de Base Principal";GOAG;GOAG_GTVC;"DELTA AERO TAXI LTDA";São José de Ribamar - MA;Jun;Set;Set;"marcos.duarte";"00058.074660/2022-85";"OS 1675/2023 Agendada 19/09/2023";"A"
D1810-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"BRASIL VIDA TÁXI AÉREO LTDA.";Goiânia - GO;Nov;Nov;Nov;"fausto.jacobsen";"00058.074659/2022-51";"OS 559/2023 Agendada 09/11/2023";"A"
D1811-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"AERO STAR TÁXI AÉREO LTDA.";Salvador - BA;Jul;Out;Out;"savio.ferreira";"00058.074663/2022-19";"OS 1886/2023 Agendada 03/10/2023";"A"
D1812-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"UIRAPURU TÁXI AÉREO LTDA.";Fortaleza - CE;Ago;Mai;Mai;"luciano.soares";"00058.074665/2022-16";"PCDP 1455, 635/2023";"A"
D1813-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"PEMA - Pereira Marcelo Táxi Aéreo Ltda.";Ourilândia do Norte - PA;Ago;Set;Set;"luciano.soares";"00058.074664/2022-63";"1679/2023 Agendada 12/09/2023";"A"
D1814-23;"O135-503 - Inspeção de Vigilância de Programa de Treinamento de Solo";GOAG;GOAG_GTVC;"HEISS TÁXI AÉREO LTDA.";Belém - PA;Out;Ago;Ago;"fausto.jacobsen";"00058.074666/2022-52";"1366/2023 - Agendada 16/08/2023";"A"
D1815-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"Interávia Táxi Aéreo Ltda.";Orlando - FL;Jan;Jan;Jan;"marcos.duarte";"00058.069432/2022-93";"OS 09-2023";"A"
D1839-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";Rio de Janeiro - RJ;Abr;Jul;Jul;"renato.ferrante";"00058.075908/2022-25";"1213/2023 - Agendada 18/07/2023";"A"
D1840-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"NEO TÁXI AÉREO LTDA";ST. Louis/MO/EUA;Abr;Mar;Mar;"bruno.jesus";"00058.076038/2022-10";"PCDP 0838/23, OS 328/2023";"A"
D1841-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"RBF TÁXI AÉREO";Belo Horizonte - MG;Abr;Mai;Mai;"marcos.duarte";"00058.076037/2022-67";"OS 429/2023 Agendada 30/05/2023";"A"
D1846-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"Premier Táxi Aéreo Ltda";Orlando - FL;Mai;Ago;Ago;"bruno.jesus";"00058.076041/2022-25";"OS 966/2023 - Agendada de 28/08/2023 a 31/08/2023";"A"
D1847-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"BITTEN TÁXI ÁEREO LTDA.";Santa Rita - PB;Mai;Abr;Abr;"savio.ferreira";"00058.076040/2022-81";"327/2023 327/2023";"A"
D1852-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AEROTUR TÁXI AÉREO LTDA";Belém - PA;Jun;Set;Set;"christian.duvoisin";"00058.076042/2022-70";"OS 1771/2023 Agendada 18/09/2023";"A"
D1857-23;"O135-504 - Inspeção de Vigilância de Programa de Treinamento de Voo";GOAG;GOAG_GTVC;"AEROMED TÁXI AÉREO";Scottsdale - AZ;Jul;Ago;Ago;"savio.ferreira";"00058.076044/2022-69";"1218/2023";"A"
D1870-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"BRASIL VIDA TAXI AEREO LTDA - EPP";Goiânia - GO;Fev;Mai;Mai;"gustavo.schettino";"00058.075539/2022-71";"REMOTA";"A"
D1872-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"PIQUIATUBA TAXI AEREO LTDA - EPP";Santarém - PA;Fev;Fev;Fev;"cintia.bizarria";"00058.075538/2022-26";"REMOTA";"A"
D1875-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"VOARE TAXI AEREO LTDA";Boa Vista ? RR;Fev;Mar;Mar;"gustavo.schettino";"00058.075537/2022-81";"REMOTA";"A"
D1876-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"BLUE SKY TAXI AEREO LTDA";Rio de Janeiro - RJ;Mar;Fev;Fev;"cintia.bizarria";"00058.075544/2022-83";"REMOTA";"A"
D1877-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"DELTA AERO TAXI LTDA";São José de Ribamar - MA;Mar;Jun;Jun;"gustavo.schettino";"00058.075542/2022-94";"REMOTA Agendada 07/06/2023";"A"
D1878-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"HEISS TÁXI AÉREO LTDA";Belém - PA;Mar;Mar;Mar;"julio.bombarda";"00058.075541/2022-40";"REMOTA";"A"
D1882-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AMBIPAR RESPONSE FLYONE AVIATION S/A";Rio de Janeiro - RJ;Abr;Fev;Fev;"cintia.bizarria";"00058.075572/2022-09";"REMOTO";"A"
D1884-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"HELIC AIR TAXI AEREO E SERV AER ESP LTDA";Belo Horizonte - MG;Abr;Mar;Mar;"julio.bombarda";"00058.075570/2022-10";"REMOTA";"A"
D1885-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"SPCTA TÁXI AÉREO LTDA";São Roque - SP;Abr;Abr;Abr;"cintia.bizarria";"00058.075545/2022-28";"REMOTA";"A"
D1889-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"ICARAÍ TURISMO TÁXI AÉREO LTDA";Araucária - PR;Mai;Mar;Mar;"gustavo.schettino";"00058.075573/2022-45";"REMOTA";"A"
D1891-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";Belo Horizonte - MG;Jun;Mai;Mai;"gustavo.schettino";"00058.075574/2022-90";"REMOTA Agendada 17/05/2023";"A"
D1895-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"OMNI TAXI AEREO LTDA";Rio de Janeiro - RJ;Jul;Mar;Mar;"felipe.gonzaga";"00058.075578/2022-78";"OS 402/2023";"A"
D1898-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"RIMA - RIO MADEIRA AEROTAXI LTDA";Porto Velho -RO;Ago;Mar;Mar;"savio.ferreira";"00058.075579/2022-12";"REMOTA";"A"
D1902-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"ROTORFLY TÁXI AÉREO E SERVIÇOS AÉREOS ESPECIALIZADOS LTDA";Carapicuíba - SP;Set;Mar;Mar;"gustavo.schettino";"00058.075588/2022-11";"REMOTA";"A"
D1906-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"SALES TÁXI AÉREO LTDA";SãoPaulo - SP;Out;Set;Set;"savio.ferreira";"00058.075589/2022-58";"REMOTA Agendada 28/09 e 29/09.";"A"
D1910-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"HELIRIO TÁXI AÉREO LTDA";Rio de Janeiro - RJ;Mar;Mar;Mar;"renato.ferrante";"00058.071693/2022-73";"OS 336/2023";"A"
D1911-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"AZUL CONECTA";Jundiaí - SP;Abr;Mar;Fev;"eduardo.faria";"00058.071682/2022-93";"PCDP 0589/23, OS 290/2023";"A"
D1912-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"PEC Táxi Aéreo Ltda";Goiânia - GO;Mai;Abr;Abr;"marcos.duarte";"00058.071692/2022-29";"PCDP 0357/23, OS 161/2023";"A"
D1913-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"PIQUIATUBA TÁXI AÉREO LTDA";Santarém - PA;Jun;Out;Out;"savio.ferreira";"00058.071690/2022-30";"2038/2023 Agendada 23/10/2023";"A"
D1914-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"Sales Taxi Aéreo Ltda - EPP";São Paulo - SP;Jul;Mai;Mai;"bruno.jesus";"00058.071688/2022-61";"OS 968/2023 Agendada 20/05/2023 968/2023";"A"
D1915-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"Bristow Táxi Aéreo S/A";Cabo Frio - RJ;Ago;Jul;Jul;"renato.ferrante";"00058.011616/2023-45";"OS 1265/2023 - Agendada 07/07/2023";"A"
D1916-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"Líder Táxi Aéreo S/A - Air Brasil";Belo Horizonte - MG;Set;Jun;Jun;"bruno.jesus";"00058.071705/2022-60";"OS 1050/2023 Agendada 02/06/2023";"A"
D1917-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"SANTA FÉ Táxi Aéreo Ltda";Xanxerê - SC;Set;Jan;Jan;"christian.duvoisin";"00058.071713/2022-14";"PCDP 0170/23, OS 73/2023";"A"
D1918-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"ORTIZ TÁXI AÉREO LTDA";Rio Branco - AC;Out;Abr;Abr;"christian.duvoisin";"00058.071699/2022-41";"PCDP 1137/23-2C,  OS 140/2023";"A"
D1919-23;"O135-506 - Inspeção de Vigilância de Examinador Credenciado";GOAG;GOAG_GTVC;"NHR Táxi Aéreo Ltda";Sorocaba - SP;Nov;Mai;Mai;"christian.duvoisin";"00058.071696/2022-15";"OS 170/2023 Agendada 13/05/2023";"A"
D1920-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBBE;Mar;Jun;Jun;"mauro.tonelli";"00058.003802/2023-19";"OS 1178/2023";"A"
D1921-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC do Brasil Táxi Aéreo S.A.";SBJR;Mar;Set;Set;"felipe.gonzaga";"00058.004142/2023-85";"OS 1527/2023 - Agendada 02/09/2023";"A"
D1922-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A AIR BRASIL - UOH";SBME;Mar;Mar;Mar;"clementino.neto";"00058.004139/2023-61";"OS 560/2023";"A"
D1923-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBJD;Abr;Mar;Mar;"eduardo.faria";"00058.004150/2023-21";"PCDP 1039/23, OS 506/2023";"A"
D1924-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SIRI;Abr;Abr;Abr;"antonio.dias";"00058.004148/2023-52";"OS 544/2023";"A"
D1925-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Bristow Táxi Aéreo S/A";SBJR;Abr;Jul;Jul;"vinicius.bretas";"00058.004143/2023-20";"OS 1378/2023 - Agendada 27/07/2023";"A"
D1926-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBPA;Mai;Fev;Fev;"christian.duvoisin";"00058.003795/2023-47";"PCDP 246/23   OS 111/2023";"A"
D1927-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"APUI TÁXI AÉREO S/A";SBEG;Mai;Jun;Jun;"mauro.tonelli";"00058.004159/2023-32";"OS 980/2023 Agendada 13/06/2023";"A"
D1928-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";SBJR;Mai;Jul;Jul;"vinicius.bretas";"00058.004157/2023-43";"OS 1378/2023 - Agendada 28/07/2023";"A"
D1929-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";SBJR;Jun;Fev;Fev;"felipe.gonzaga";"00058.004169/2023-78";"OS 305/2023";"A"
D1930-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBJE;Jun;Ago;Ago;"bruno.jesus";"00058.004167/2023-89";"1634/2023 1634/2023";"A"
D1931-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC do Brasil Táxi Aéreo S.A.";SBJR;Jun;Nov;Nov;"felipe.gonzaga";"00058.004165/2023-90";"2263/2023 Agendada 29/11/2023";"A"
D1932-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AeroMaster";SBMT;Jun;Nov;Nov;"renato.ferrante";"00058.004164/2023-45";"2184/2023 Agendada 25/11/2023";"A"
D1933-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCY;Jul;Mai;Mai;"eduardo.faria";"00058.004173/2023-36";"OS 1003/2023 Agendada 26/05/2023";"A"
D1934-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SNCL;Jul;Out;Out;"bruno.jesus";"00058.004172/2023-91";"1987/2023 Agendada 10/10/2023";"A"
D1935-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A AIR BRASIL - UOH";SBME;Jul;Out;Out;"clementino.neto";"00058.004170/2023-01";"OS 2011/2023 24/10/2023";"A"
D1936-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBRF;Ago;Mai;Mai;"marcos.duarte";"00058.004181/2023-82";"OS 403/2023  Agendada 17/05/2023";"A"
D1937-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";SBJR;Ago;Set;Set;"renato.ferrante";"00058.004180/2023-38";"OS 1807/2023 Agendada 16/09/2023";"A"
D1938-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";SBJR;Ago;Abr;Abr;"felipe.gonzaga";"00058.004176/2023-70";"OS  737/2023";"A"
D1939-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBRJ;Set;Mai;Mai;"marcos.duarte";"00058.004195/2023-04";"OS 403/2023 Agendada 16/05/2023";"A"
D1940-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"ATA - AEROTÁXI ABAETÉ LTDA.";SBSV;Set;Jul;Jul;"eduardo.faria";"00058.004193/2023-15";"1270/2023";"A"
D1941-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBBE;Set;Set;Set;"antonio.dias";"00058.004188/2023-02";"OS 1814/2023 Agendada 15/09/2023";"A"
D1942-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"CHC do Brasil Táxi Aéreo S.A.";SBJR;Set;Abr;Abr;"felipe.gonzaga";"00058.004186/2023-13";"OS  739/2023";"A"
D1943-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"EMAR TÁXI AÉREO LTDA";SBME;Set;Nov;Nov;"renato.ferrante";"00058.004184/2023-16";"2065/2023 Agendada: 11/11/2023";"A"
D1944-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBFZ;Out;Mar;Mar;"antonio.dias";"00058.004200/2023-71";"PCDP 1016/23, OS 491/2023";"A"
D1945-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCT;Out;Out;Out;"bruno.jesus";"00058.052570/2023-14";"OS 2007/2023 Agendada 17/10/2023";"A"
D1946-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Bristow Táxi Aéreo S/A";SBCB;Out;Abr;Abr;"felipe.gonzaga";"00058.004197/2023-95";"PCDP 1707/23, OS  738/2023";"A"
D1947-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"AZUL CONECTA";SBCT;Nov;Fev;Fev;"mauro.tonelli";"00058.004205/2023-01";"PCDP 0435/23, OS 160/2023";"A"
D1948-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"Omni Táxi Aéreo S/A";SBJR;Nov;Ago;Ago;"felipe.gonzaga";"00058.004203/2023-12";"OS 1529/2023 - Agendada 12/08/2023";"A"
D1949-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"LÍDER TÁXI AÉREO S/A  - AIR BRASIL";SBMT;Nov;Ago;Ago;"renato.ferrante";"00058.004201/2023-15";"1621/2023 Agendada 19/08/2023";"A"
D1950-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Alphajets Táxi Aéreo Ltda";Jundiaí - SP;Abr;Jun;Jun;"jose.cosendei";"00058.003737/2023-13";"REMOTA";"A"
D1951-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"APUI TÁXI AÉREO S/A";Manaus - AM;Abr;Abr;Mar;"fausto.jacobsen";"00058.003734/2023-80";"REMOTA";"A"
D1952-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"BITTEN TÁXI ÁEREO";Santa Rita - PB;Abr;Jul;Jul;"paulo.jesus";"00058.003742/2023-26";"REMOTA";"A"
D1953-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HELIC FLY TÁXI AÉREO";Belo Horizonte - MG;Abr;Out;Out;"bruno.jesus";"00058.003695/2023-11";"REMOTA";"A"
D1956-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"A.R.T TÁXI AÉREO LTDA.";Itaituba - PA;Mai;Nov;Set;"jose.cosendei";"00058.003744/2023-15";"REMOTA";"A"
D1957-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AEROMED TÁXI AÉREO LTDA";Belo Horizonte - MG;Mai;Jun;Jun;"rafael.koeler";"00058.003746/2023-12";"REMOTA";"A"
D1958-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AERONORTE TÁXI AÉREO LTDA.";Macapá - AP;Mai;Set;Ago;"christian.duvoisin";"00058.003748/2023-01";"REMOTA";"A"
