Item;Atividade;Gerencia;Setor;Regulado;Cidade;Mes;MesAgendado;MesRealizado;GIASO;Processo;PCDP;Prioridade
1901-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"AEROVIDA TÁXI AÉREO LTDA?";Goiânia - GO;Set;Abr;Abr;"antonio.dias";"00058.075526/2022-00";"REMOTA";"A"
1903-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"VOLARE TÁXI AÉREO LTDA";Curitiba - PR;Set;Mai;Mai;"gustavo.schettino";"00058.075525/2022-57";"REMOTA  Agendada 23/05/2023";"A"
1904-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"DUGOMES AIR TAXI AEREO LTDA";Manaus - AM;Out;Fev;Mar;"gustavo.schettino";"00058.075530/2022-60";"REMOTA";"A"
1905-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"PRIME AVIATION TAXI AÉREO E SERVIÇOS LTDA.";Barueri - SP;Out;Fev;Fev;"gustavo.schettino";"00058.075527/2022-46";"REMOTA";"A"
1907-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"BITTEN TÁXI ÁEREO LTDA";Santa Rita - PB;Nov;Fev;Abr;"rafael.koeler";"00058.075535/2022-92";"REMOTA";"A"
1908-23;"O135-505 - Inspeção de Vigilância de Sistema de Gerenciamento da Segurança Operacional";GOAG;GOAG_GTVC;"TAVAM - TÁXI AÉREO VALE DO MADEIRA";Manaus - AM;Nov;Mai;Mai;"julio.bombarda";"00058.075534/2022-48";"REMOTA";"A"
1909-23;"O135-507 - Inspeção de Vigilância de Voo de Acompanhamento";GOAG;GOAG_GTVC;"OMNI TÁXI AÉREO S/A";Rio de Janeiro - RJ;Nov;Nov;Nov;"felipe.gonzaga";"00058.066908/2023-15";"2232/2023 Agendada 16/11/2023";"A"
1954-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HELISUL EXPERIENCE LTDA";Curitiba - PR;Abr;Abr;Abr;"jose.cosendei";"00058.000178/2023-90";"REMOTA";"A"
1955-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ULTRA PILOTS TÁXI AÉREO";Rio de Janeiro - RJ;Abr;Abr;Abr;"rafael.koeler";"00058.000160/2023-98";"REMOTA";"A"
1961-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"BRINGER AIR CARGO TÁXI AÉREO";São Paulo - SP;Mai;Ago;Ago;"jose.cosendei";"00058.000183/2023-01";"REMOTA";"A"
1962-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"DUX EXPRESS";Jundiaí - SP;Mai;Out;Set;"luciano.soares";"00058.000182/2023-58";"REMOTA";"A"
1963-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"ELO TÁXI AÉREO";Belém - PA;Mai;Jun;Jun;"rafael.koeler";"00058.000181/2023-11";"REMOTA";"A"
1965-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"VOESYNC TÁXI AÉREO";Cascavel - PR;Mai;Mar;Mar;"fausto.jacobsen";"00058.000180/2023-69";"REMOTA";"A"
1971-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"FALCON TÁXI AÉREO EIRELI";Rio de Janeiro - RJ;Jun;Mar;Mar;"luciano.soares";"00058.000187/2023-81";"REMOTA";"A"
1972-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"GATE TÁXI AÉREO LTDA";São Paulo - SP;Jun;Ago;Ago;"jose.cosendei";"00058.000186/2023-36";"REMOTA";"A"
1977-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"Brasil Jato Táxi Aéreo S.A.";Rio de Janeiro - RJ;Jul;Mar;Mar;"fausto.jacobsen";"00058.000192/2023-93";"REMOTA";"A"
1978-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HG Aviation";Rio de Janeiro - RJ;Jul;Set;Set;"christian.duvoisin";"00058.000190/2023-02";"REMOTA";"A"
1981-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"TUCANO TÁXI AÉREO LTDA";Cruzeiro do Sul - AC;Jul;Ago;Ago;"paulo.jesus";"00058.000188/2023-25";"REMOTA";"A"
1984-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"HELINORTE TÁXI AÉREO";Porto Belo - SC;Ago;Jul;Jul;"mauro.tonelli";"00058.000195/2023-27";"REMOTA 2100/2023";"A"
1986-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"LOGO AIR TÁXI AÉREO LTDA";Igarassu - PE;Ago;Abr;Abr;"rafael.koeler";"00058.000194/2023-82";"REMOTA";"A"
1988-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"AEROVIDA TÁXI AÉREO LTDA?";Goiânia - GO;Set;Set;Set;"jose.cosendei";"00058.000200/2023-00";"REMOTA";"A"
1991-23;"O135-508 - Inspeção Remota de Registros";GOAG;GOAG_GTVC;"VIA TÁXI AÉREO";Macaé - RJ;Set;Mai;Mai;"luciano.soares";"00058.000199/2023-13";"REMOTA";"A"
